股票代码,企业名称,年份,人工智能词频数,大数据词频数,云计算词频数,区块链词频数,数字技术运用词频数,数字化转型指数,标准化转型指数(0-100),总词频数
600000,浦发银行,1999,0,0,0,0,0,-0.11,0,0
600001,邯郸钢铁,1999,0,0,0,0,0,-0.11,0,0
600002,齐鲁石化,1999,0,0,0,0,0,-0.11,0,0
600003,东北高速,1999,0,0,0,0,0,-0.11,0,0
600005,武钢股份,1999,0,0,0,0,0,-0.11,0,0
600006,东风汽车,1999,0,0,0,0,0,-0.11,0,0
600007,中国国贸,1999,0,0,0,0,0,-0.11,0,0
600008,首创股份,1999,0,0,0,0,0,-0.11,0,0
600009,上海机场,1999,0,0,0,0,0,-0.11,0,0
600051,宁波联合,1999,0,0,0,0,0,-0.11,0,0
600052,浙江广厦,1999,0,0,0,0,0,-0.11,0,0
600053,江西纸业,1999,0,0,0,0,0,-0.11,0,0
600054,黄山旅游,1999,0,0,0,0,0,-0.11,0,0
600055,万东医疗,1999,0,0,0,0,0,-0.11,0,0
600056,中技贸易,1999,0,0,0,0,0,-0.11,0,0
600057,ST厦新,1999,0,0,0,0,0,-0.11,0,0
600058,龙腾科技,1999,0,0,0,0,0,-0.11,0,0
600059,古越龙山,1999,0,0,0,0,0,-0.11,0,0
600060,海信电器,1999,0,0,0,0,0,-0.11,0,0
600061,中纺投资,1999,0,0,0,0,0,-0.11,0,0
600062,双鹤药业,1999,0,0,0,0,0,-0.11,0,0
600063,皖维高新,1999,0,0,0,0,0,-0.11,0,0
600064,南京高科,1999,0,0,0,0,0,-0.11,0,0
600065,大庆联谊,1999,0,0,0,0,0,-0.11,0,0
600066,宇通客车,1999,0,0,0,0,0,-0.11,0,0
600067,福州大通,1999,0,0,0,0,0,-0.11,0,0
600068,葛洲坝,1999,0,0,0,0,0,-0.11,0,0
600069,银鸽投资,1999,0,0,0,0,0,-0.11,0,0
600070,浙江富润,1999,0,0,0,0,0,-0.11,0,0
600071,凤凰光学,1999,0,0,0,0,0,-0.11,0,0
600072,江南重工,1999,0,0,0,0,0,-0.11,0,0
600073,上海梅林,1999,0,0,0,0,0,-0.11,0,0
600074,南京中达,1999,0,0,0,0,0,-0.11,0,0
600075,新疆天业,1999,0,0,0,0,0,-0.11,0,0
600076,青鸟华光,1999,0,0,0,0,0,-0.11,0,0
600077,国能集团,1999,0,0,0,0,0,-0.11,0,0
600078,澄星股份,1999,0,0,0,0,0,-0.11,0,0
600079,人福科技,1999,0,0,0,0,0,-0.11,0,0
600080,金花股份,1999,0,0,0,0,0,-0.11,0,0
600081,东风科技,1999,0,0,0,0,0,-0.11,0,0
600082,ST海泰,1999,0,0,0,0,0,-0.11,0,0
600083,ST红光,1999,0,0,0,0,0,-0.11,0,0
600084,新天国际,1999,0,0,0,0,0,-0.11,0,0
600085,同仁堂,1999,0,0,0,0,0,-0.11,0,0
600086,多佳股份,1999,0,0,0,0,0,-0.11,0,0
600087,南京水运,1999,0,0,0,0,0,-0.11,0,0
600088,中视传媒,1999,0,0,0,0,0,-0.11,0,0
600089,特变电工,1999,0,0,0,0,0,-0.11,0,0
600090,啤酒花,1999,0,0,0,0,0,-0.11,0,0
600091,明天科技,1999,0,0,0,0,0,-0.11,0,0
600092,精密股份,1999,0,0,0,0,0,-0.11,0,0
600093,禾嘉股份,1999,0,0,0,0,0,-0.11,0,0
600094,华源股份,1999,0,0,0,0,0,-0.11,0,0
600095,哈高科,1999,0,0,0,0,0,-0.11,0,0
600096,云天化,1999,0,0,0,0,0,-0.11,0,0
600097,华立科技,1999,0,0,0,0,0,-0.11,0,0
600098,广州控股,1999,0,0,0,0,0,-0.11,0,0
600099,林海股份,1999,0,0,0,0,0,-0.11,0,0
600100,清华同方,1999,0,0,0,0,5,12.04,83.33,5
600101,明星电力,1999,0,0,0,0,0,-0.11,0,0
600102,莱钢股份,1999,0,0,0,0,0,-0.11,0,0
600103,青山纸业,1999,0,0,0,0,0,-0.11,0,0
600104,上海汽车,1999,0,0,0,0,0,-0.11,0,0
600105,永鼎光缆,1999,0,0,0,0,0,-0.11,0,0
600106,重庆路桥,1999,0,0,0,0,0,-0.11,0,0
600107,美尔雅,1999,0,0,0,0,0,-0.11,0,0
600108,亚盛集团,1999,0,0,0,0,0,-0.11,0,0
600109,ST成百,1999,0,0,0,0,0,-0.11,0,0
600110,长春热缩,1999,0,0,0,0,0,-0.11,0,0
600111,稀土高科,1999,0,0,0,0,0,-0.11,0,0
600112,长征电器,1999,0,0,0,0,0,-0.11,0,0
600113,浙江东日,1999,0,0,0,0,0,-0.11,0,0
600115,东方航空,1999,0,0,0,0,0,-0.11,0,0
600116,三峡水利,1999,0,0,0,0,0,-0.11,0,0
600117,西宁特钢,1999,0,0,0,0,0,-0.11,0,0
600118,中国泛旅,1999,0,0,0,0,0,-0.11,0,0
600119,长江投资,1999,0,0,0,0,0,-0.11,0,0
600120,浙江东方,1999,0,0,0,0,0,-0.11,0,0
600121,郑州煤电,1999,0,0,0,0,0,-0.11,0,0
600122,宏图高科,1999,0,0,0,0,0,-0.11,0,0
600123,兰花科创,1999,0,0,0,0,0,-0.11,0,0
600125,铁龙股份,1999,0,0,0,0,0,-0.11,0,0
600126,杭钢股份,1999,0,0,0,0,0,-0.11,0,0
600127,金健米业,1999,0,0,0,0,0,-0.11,0,0
600128,弘业股份,1999,0,0,0,0,0,-0.11,0,0
600129,太极集团,1999,0,0,0,0,0,-0.11,0,0
600131,岷江水电,1999,0,0,0,0,0,-0.11,0,0
600132,重庆啤酒,1999,0,0,0,0,0,-0.11,0,0
600133,东湖高新,1999,0,0,0,0,0,-0.11,0,0
600135,乐凯胶片,1999,0,0,0,0,0,-0.11,0,0
600136,道博股份,1999,0,0,0,0,0,-0.11,0,0
600137,长江控股,1999,0,0,0,0,0,-0.11,0,0
600138,青旅控股,1999,0,0,0,0,0,-0.11,0,0
600139,鼎天科技,1999,0,0,0,0,0,-0.11,0,0
600141,兴发集团,1999,0,0,0,0,0,-0.11,0,0
600145,四维瓷业,1999,0,0,0,0,0,-0.11,0,0
600146,大元股份,1999,0,0,0,0,0,-0.11,0,0
600148,离合器,1999,0,0,0,0,0,-0.11,0,0
600149,邢台轧辊,1999,0,0,0,0,0,-0.11,0,0
600150,沪东重机,1999,0,0,0,0,0,-0.11,0,0
600151,航天机电,1999,0,0,0,0,0,-0.11,0,0
600152,维科精华,1999,0,0,0,0,0,-0.11,0,0
600153,厦门建发,1999,0,0,0,0,0,-0.11,0,0
600155,宝硕股份,1999,0,0,0,0,0,-0.11,0,0
600156,益鑫泰,1999,0,0,0,0,0,-0.11,0,0
600157,鲁润股份,1999,0,0,0,0,0,-0.11,0,0
600158,中体产业,1999,0,0,0,0,0,-0.11,0,0
600159,宁城老窖,1999,0,0,0,0,0,-0.11,0,0
600160,巨化股份,1999,0,0,0,0,0,-0.11,0,0
600161,天坛生物,1999,0,0,0,0,0,-0.11,0,0
600162,山东临工,1999,0,0,0,0,0,-0.11,0,0
600163,福建南纸,1999,0,0,0,0,0,-0.11,0,0
600165,宁夏恒力,1999,0,0,0,0,0,-0.11,0,0
600166,福田汽车,1999,0,0,0,0,0,-0.11,0,0
600167,ST沈新,1999,0,0,0,0,0,-0.11,0,0
600168,武汉控股,1999,0,0,0,0,0,-0.11,0,0
600169,太原重工,1999,0,0,0,0,0,-0.11,0,0
600170,上海建工,1999,0,0,0,0,0,-0.11,0,0
600171,上海贝岭,1999,0,0,0,0,0,-0.11,0,0
600172,黄河旋风,1999,0,0,0,0,0,-0.11,0,0
600173,牡丹江,1999,0,0,0,0,0,-0.11,0,0
600175,宝华实业,1999,0,0,0,0,0,-0.11,0,0
600176,中国化建,1999,0,0,0,0,0,-0.11,0,0
600177,雅戈尔,1999,0,0,0,0,0,-0.11,0,0
600178,东安动力,1999,0,0,0,0,0,-0.11,0,0
600179,黑化股份,1999,0,0,0,0,0,-0.11,0,0
600180,九发股份,1999,0,0,0,0,0,-0.11,0,0
600181,云大科技,1999,0,0,0,0,0,-0.11,0,0
600182,桦林轮胎,1999,0,0,0,0,0,-0.11,0,0
600183,生益科技,1999,0,0,0,0,0,-0.11,0,0
600185,海星科技,1999,0,0,0,0,0,-0.11,0,0
600186,莲花味精,1999,0,0,0,0,0,-0.11,0,0
600187,黑龙股份,1999,0,0,0,0,0,-0.11,0,0
600188,兖州煤业,1999,0,0,0,0,0,-0.11,0,0
600189,吉林森工,1999,0,0,0,0,0,-0.11,0,0
600190,锦州港,1999,0,0,0,0,0,-0.11,0,0
600191,华资实业,1999,0,0,0,0,0,-0.11,0,0
600192,长城电工,1999,0,0,0,0,0,-0.11,0,0
600193,创兴科技,1999,0,0,0,0,0,-0.11,0,0
600195,中牧股份,1999,0,0,0,0,0,-0.11,0,0
600196,复星实业,1999,0,0,0,0,0,-0.11,0,0
600197,伊力特,1999,0,0,0,0,0,-0.11,0,0
600198,大唐电信,1999,0,0,0,0,0,-0.11,0,0
600199,金牛实业,1999,0,0,0,0,0,-0.11,0,0
600200,江苏吴中,1999,0,0,0,0,0,-0.11,0,0
600201,金宇集团,1999,0,0,0,0,0,-0.11,0,0
600202,哈空调,1999,0,0,0,0,0,-0.11,0,0
600203,福日股份,1999,0,0,0,0,0,-0.11,0,0
600205,山东铝业,1999,0,0,0,0,0,-0.11,0,0
600206,有研硅股,1999,0,0,0,0,0,-0.11,0,0
600207,安彩高科,1999,0,0,0,0,0,-0.11,0,0
600208,中宝股份,1999,0,0,0,0,0,-0.11,0,0
600209,罗顿发展,1999,0,0,0,0,0,-0.11,0,0
600210,紫江企业,1999,0,0,0,0,0,-0.11,0,0
600211,西藏药业,1999,0,0,0,0,0,-0.11,0,0
600212,江泉实业,1999,0,0,0,0,0,-0.11,0,0
600213,亚星客车,1999,0,0,0,0,0,-0.11,0,0
600215,长春经开,1999,0,0,0,0,0,-0.11,0,0
600216,浙江医药,1999,0,0,0,0,0,-0.11,0,0
600217,秦岭水泥,1999,0,0,0,0,0,-0.11,0,0
600218,全柴动力,1999,0,0,0,0,0,-0.11,0,0
600219,南山实业,1999,0,0,0,0,0,-0.11,0,0
600220,江苏阳光,1999,0,0,0,0,0,-0.11,0,0
600221,海南航空,1999,0,0,0,0,3,7.18,50,3
600222,竹林众生,1999,0,0,0,0,0,-0.11,0,0
600223,万杰高科,1999,0,0,0,0,0,-0.11,0,0
600225,天香集团,1999,0,0,0,0,0,-0.11,0,0
600226,升华拜克,1999,0,0,0,0,0,-0.11,0,0
600227,赤天化,1999,0,0,0,0,0,-0.11,0,0
600228,昌九股份,1999,0,0,0,0,0,-0.11,0,0
600229,青岛碱业,1999,0,0,0,0,0,-0.11,0,0
600230,沧州大化,1999,0,0,0,0,0,-0.11,0,0
600236,桂冠电力,1999,0,0,0,0,0,-0.11,0,0
600238,海南椰岛,1999,0,0,0,0,0,-0.11,0,0
600239,红河光明,1999,0,0,0,0,0,-0.11,0,0
600266,北京城建,1999,0,0,0,0,0,-0.11,0,0
600268,国电南自,1999,0,0,0,0,0,-0.11,0,0
600272,开开实业,1999,0,0,0,0,0,-0.11,0,0
600286,国光瓷业,1999,0,0,0,0,0,-0.11,0,0
600295,鄂尔多斯,1999,0,0,0,0,0,-0.11,0,0
600299,星新材料,1999,0,0,0,0,0,-0.11,0,0
600320,振华港机,1999,0,0,0,0,0,-0.11,0,0
600359,新农开发,1999,0,0,0,0,0,-0.11,0,0
600500,中化国际,1999,0,0,0,0,0,-0.11,0,0
600600,青岛啤酒,1999,0,0,0,0,1,2.32,16.67,1
600601,方正科技,1999,0,0,0,0,0,-0.11,0,0
600602,广电电子,1999,0,0,0,0,0,-0.11,0,0
600603,ST兴业,1999,0,0,0,0,0,-0.11,0,0
600604,二纺机,1999,0,0,0,0,0,-0.11,0,0
600605,轻工机械,1999,0,0,0,0,0,-0.11,0,0
600606,金丰投资,1999,0,0,0,0,0,-0.11,0,0
600607,上实联合,1999,0,0,0,0,0,-0.11,0,0
600608,上海科技,1999,0,0,0,0,0,-0.11,0,0
600609,金杯汽车,1999,0,0,0,0,0,-0.11,0,0
600610,ST中纺,1999,0,0,0,0,0,-0.11,0,0
600611,大众交通,1999,0,0,0,0,6,14.46,100,6
600612,第一铅笔,1999,0,0,0,0,0,-0.11,0,0
600613,永生数据,1999,0,0,0,0,0,-0.11,0,0
600614,胶带股份,1999,0,0,0,0,0,-0.11,0,0
600615,丰华股份,1999,0,0,0,0,0,-0.11,0,0
600616,第一食品,1999,0,0,0,0,0,-0.11,0,0
600617,联华合纤,1999,0,0,0,0,0,-0.11,0,0
600618,氯碱化工,1999,0,0,0,0,0,-0.11,0,0
600619,海立股份,1999,0,0,0,0,0,-0.11,0,0
600620,天宸股份,1999,0,0,0,0,0,-0.11,0,0
600621,上海金陵,1999,0,0,0,0,0,-0.11,0,0
600622,ST嘉宝,1999,0,0,0,0,0,-0.11,0,0
600623,轮胎橡胶,1999,0,0,0,0,0,-0.11,0,0
600624,复旦复华,1999,0,0,0,0,0,-0.11,0,0
600625,PT水仙,1999,0,0,0,0,0,-0.11,0,0
600626,申达股份,1999,0,0,0,0,0,-0.11,0,0
600627,电器股份,1999,0,0,0,0,0,-0.11,0,0
600628,新世界,1999,0,0,0,0,0,-0.11,0,0
600629,ST棱光,1999,0,0,0,0,0,-0.11,0,0
600630,龙头股份,1999,0,0,0,0,0,-0.11,0,0
600631,第一百货,1999,0,0,0,0,0,-0.11,0,0
600632,华联商厦,1999,0,0,0,0,0,-0.11,0,0
600633,白猫股份,1999,0,0,0,0,0,-0.11,0,0
600634,海鸟发展,1999,0,0,0,0,0,-0.11,0,0
600635,大众科创,1999,0,0,0,0,0,-0.11,0,0
600636,三爱富,1999,0,0,0,0,0,-0.11,0,0
600637,广电信息,1999,0,0,0,0,0,-0.11,0,0
600638,新黄浦,1999,0,0,0,0,0,-0.11,0,0
600639,浦东金桥,1999,0,0,0,0,0,-0.11,0,0
600640,联通国脉,1999,0,0,0,0,0,-0.11,0,0
600641,中远发展,1999,0,0,0,0,0,-0.11,0,0
600642,申能股份,1999,0,0,0,0,0,-0.11,0,0
600643,爱建股份,1999,0,0,0,0,0,-0.11,0,0
600644,乐山电力,1999,0,0,0,0,0,-0.11,0,0
600645,望春花,1999,0,0,0,0,0,-0.11,0,0
600646,ST国嘉,1999,0,0,0,0,0,-0.11,0,0
600647,ST同达,1999,0,0,0,0,0,-0.11,0,0
600648,外高桥,1999,0,0,0,0,0,-0.11,0,0
600649,原水股份,1999,0,0,0,0,0,-0.11,0,0
600650,新锦江,1999,0,0,0,0,0,-0.11,0,0
600651,飞乐音响,1999,0,0,0,0,0,-0.11,0,0
600652,爱使股份,1999,0,0,0,0,0,-0.11,0,0
600653,申华控股,1999,0,0,0,0,0,-0.11,0,0
600654,飞乐股份,1999,0,0,0,0,0,-0.11,0,0
600655,豫园商城,1999,0,0,0,0,0,-0.11,0,0
600656,华源制药,1999,0,0,0,0,0,-0.11,0,0
600657,青鸟天桥,1999,0,0,0,0,0,-0.11,0,0
600658,兆维科技,1999,0,0,0,0,0,-0.11,0,0
600659,神龙发展,1999,0,0,0,0,0,-0.11,0,0
600660,福耀玻璃,1999,0,0,0,0,0,-0.11,0,0
600661,交大南洋,1999,0,0,0,0,0,-0.11,0,0
600662,强生控股,1999,0,0,0,0,0,-0.11,0,0
600663,陆家嘴,1999,0,0,0,0,0,-0.11,0,0
600664,哈药集团,1999,0,0,0,0,0,-0.11,0,0
600665,沪昌特钢,1999,0,0,0,0,0,-0.11,0,0
600666,西南药业,1999,0,0,0,0,0,-0.11,0,0
600667,太极实业,1999,0,0,0,0,0,-0.11,0,0
600668,尖峰集团,1999,0,0,0,0,0,-0.11,0,0
600669,ST鞍合,1999,0,0,0,0,0,-0.11,0,0
600670,ST高斯,1999,0,0,0,0,0,-0.11,0,0
600671,天目药业,1999,0,0,0,0,0,-0.11,0,0
600672,英豪科教,1999,0,0,0,0,1,2.32,16.67,1
600673,成量股份,1999,0,0,0,0,0,-0.11,0,0
600674,川投控股,1999,0,0,0,0,0,-0.11,0,0
600675,中华企业,1999,0,0,0,0,0,-0.11,0,0
600676,交运股份,1999,0,0,0,0,0,-0.11,0,0
600677,航天中汇,1999,0,0,0,0,0,-0.11,0,0
600678,四川金顶,1999,0,0,0,0,0,-0.11,0,0
600679,凤凰股份,1999,0,0,0,0,0,-0.11,0,0
600680,上海邮通,1999,0,0,0,0,0,-0.11,0,0
600681,诚成文化,1999,0,0,0,0,0,-0.11,0,0
600682,南京新百,1999,0,0,0,0,0,-0.11,0,0
600683,宁波华联,1999,0,0,0,0,0,-0.11,0,0
600684,珠江实业,1999,0,0,0,0,0,-0.11,0,0
600685,广船国际,1999,0,0,0,0,0,-0.11,0,0
600686,厦门汽车,1999,0,0,0,0,0,-0.11,0,0
600687,新宇软件,1999,0,0,0,0,0,-0.11,0,0
600688,上海石化,1999,0,0,0,0,0,-0.11,0,0
600689,上海三毛,1999,0,0,0,0,0,-0.11,0,0
600690,青岛海尔,1999,0,0,0,0,0,-0.11,0,0
600691,东新电碳,1999,0,0,0,0,0,-0.11,0,0
600692,亚通股份,1999,0,0,0,0,0,-0.11,0,0
600693,东百集团,1999,0,0,0,0,0,-0.11,0,0
600694,大商股份,1999,0,0,0,0,3,7.18,50,3
600695,大江股份,1999,0,0,0,0,0,-0.11,0,0
600696,利嘉股份,1999,0,0,0,0,0,-0.11,0,0
600697,欧亚集团,1999,0,0,0,0,0,-0.11,0,0
600698,ST轻骑,1999,0,0,0,0,0,-0.11,0,0
600699,辽源得亨,1999,0,0,0,0,0,-0.11,0,0
600700,数码测绘,1999,0,0,0,0,0,-0.11,0,0
600701,工大高新,1999,0,0,0,0,0,-0.11,0,0
600702,沱牌曲酒,1999,0,0,0,0,0,-0.11,0,0
600703,天颐科技,1999,0,0,0,0,0,-0.11,0,0
600704,中大股份,1999,0,0,0,0,0,-0.11,0,0
600705,北亚集团,1999,0,0,0,0,0,-0.11,0,0
600706,长安信息,1999,0,0,0,0,0,-0.11,0,0
600707,彩虹股份,1999,0,0,0,0,0,-0.11,0,0
600708,东海股份,1999,0,0,0,0,0,-0.11,0,0
600709,ST生态,1999,0,0,0,0,0,-0.11,0,0
600710,常林股份,1999,0,0,0,0,0,-0.11,0,0
600711,雄震集团,1999,0,0,0,0,0,-0.11,0,0
600712,南宁百货,1999,0,0,0,0,0,-0.11,0,0
600713,南京医药,1999,0,0,0,0,0,-0.11,0,0
600714,山川股份,1999,0,0,0,0,0,-0.11,0,0
600715,ST松辽,1999,0,0,0,0,0,-0.11,0,0
600716,耀华玻璃,1999,0,0,0,0,0,-0.11,0,0
600717,天津港,1999,0,0,0,0,0,-0.11,0,0
600718,东软股份,1999,0,0,0,0,0,-0.11,0,0
600719,大连热电,1999,0,0,0,0,0,-0.11,0,0
600720,祁连山,1999,0,0,0,0,0,-0.11,0,0
600721,PT百花,1999,0,0,0,0,0,-0.11,0,0
600722,沧州化工,1999,0,0,0,0,0,-0.11,0,0
600723,西单商场,1999,0,0,0,0,0,-0.11,0,0
600724,宁波富达,1999,0,0,0,0,0,-0.11,0,0
600725,云维股份,1999,0,0,0,0,0,-0.11,0,0
600726,龙电股份,1999,0,0,0,0,0,-0.11,0,0
600727,鲁北化工,1999,0,0,0,0,0,-0.11,0,0
600728,新太科技,1999,0,0,0,0,0,-0.11,0,0
600729,重庆百货,1999,0,0,0,0,0,-0.11,0,0
600730,中国高科,1999,0,0,0,0,0,-0.11,0,0
600731,湖南海利,1999,0,0,0,0,0,-0.11,0,0
600732,上海港机,1999,0,0,0,0,0,-0.11,0,0
600733,前锋股份,1999,0,0,0,0,0,-0.11,0,0
600734,实达电脑,1999,0,0,0,0,0,-0.11,0,0
600735,兰陵陈香,1999,0,0,0,0,0,-0.11,0,0
600736,苏州高新,1999,0,0,0,0,0,-0.11,0,0
600737,新疆屯河,1999,0,0,0,0,0,-0.11,0,0
600738,兰州民百,1999,0,0,0,0,0,-0.11,0,0
600739,辽宁成大,1999,0,0,0,0,0,-0.11,0,0
600740,山西焦化,1999,0,0,0,0,0,-0.11,0,0
600741,巴士股份,1999,0,0,0,0,0,-0.11,0,0
600742,一汽四环,1999,0,0,0,0,0,-0.11,0,0
600743,ST幸福,1999,0,0,0,0,0,-0.11,0,0
600744,华银电力,1999,0,0,0,0,0,-0.11,0,0
600745,ST康赛,1999,0,0,0,0,0,-0.11,0,0
600746,江苏索普,1999,0,0,0,0,0,-0.11,0,0
600747,大显股份,1999,0,0,0,0,0,-0.11,0,0
600748,浦东不锈,1999,0,0,0,0,0,-0.11,0,0
600749,西藏圣地,1999,0,0,0,0,0,-0.11,0,0
600750,江中药业,1999,0,0,0,0,0,-0.11,0,0
600751,天津海运,1999,0,0,0,0,0,-0.11,0,0
600752,哈慈股份,1999,0,0,0,0,0,-0.11,0,0
600753,ST冰熊,1999,0,0,0,0,0,-0.11,0,0
600754,新亚股份,1999,0,0,0,0,0,-0.11,0,0
600755,厦门国贸,1999,0,0,0,0,0,-0.11,0,0
600756,浪潮软件,1999,0,0,0,0,0,-0.11,0,0
600757,华源发展,1999,0,0,0,0,0,-0.11,0,0
600758,金帝建设,1999,0,0,0,0,0,-0.11,0,0
600759,PT琼华,1999,0,0,0,0,0,-0.11,0,0
600760,山东黑豹,1999,0,0,0,0,0,-0.11,0,0
600761,安徽合力,1999,0,0,0,0,0,-0.11,0,0
600762,金荔科技,1999,0,0,0,0,0,-0.11,0,0
600763,ST中燕,1999,0,0,0,0,0,-0.11,0,0
600764,三星石化,1999,0,0,0,0,0,-0.11,0,0
600765,力源液压,1999,0,0,0,0,0,-0.11,0,0
600766,烟台发展,1999,0,0,0,0,0,-0.11,0,0
600767,运盛实业,1999,0,0,0,0,0,-0.11,0,0
600768,ST甬华,1999,0,0,0,0,0,-0.11,0,0
600769,祥龙电业,1999,0,0,0,0,0,-0.11,0,0
600770,综艺股份,1999,0,0,0,0,0,-0.11,0,0
600771,东盛科技,1999,0,0,0,0,0,-0.11,0,0
600772,石油龙昌,1999,0,0,0,0,0,-0.11,0,0
600773,西藏金珠,1999,0,0,0,0,0,-0.11,0,0
600774,汉商集团,1999,0,0,0,0,0,-0.11,0,0
600775,南京熊猫,1999,0,0,0,0,0,-0.11,0,0
600776,东方通信,1999,0,0,0,0,1,2.32,16.67,1
600777,新潮实业,1999,0,0,0,0,0,-0.11,0,0
600778,友好集团,1999,0,0,0,0,0,-0.11,0,0
600779,全兴股份,1999,0,0,0,0,0,-0.11,0,0
600780,通宝能源,1999,0,0,0,0,0,-0.11,0,0
600781,民丰实业,1999,0,0,0,0,0,-0.11,0,0
600782,新华股份,1999,0,0,0,0,0,-0.11,0,0
600783,四砂股份,1999,0,0,0,0,0,-0.11,0,0
600784,鲁银投资,1999,0,0,0,0,0,-0.11,0,0
600785,新华百货,1999,0,0,0,0,0,-0.11,0,0
600786,ST东锅,1999,0,0,0,0,0,-0.11,0,0
600787,中储股份,1999,0,0,0,0,0,-0.11,0,0
600788,达尔曼,1999,0,0,0,0,0,-0.11,0,0
600789,鲁抗医药,1999,0,0,0,0,0,-0.11,0,0
600790,轻纺城,1999,0,0,0,0,0,-0.11,0,0
600791,天创置业,1999,0,0,0,0,0,-0.11,0,0
600792,ST马龙,1999,0,0,0,0,0,-0.11,0,0
600793,宜宾纸业,1999,0,0,0,0,0,-0.11,0,0
600794,保税科技,1999,0,0,0,0,0,-0.11,0,0
600795,国电电力,1999,0,0,0,0,0,-0.11,0,0
600796,钱江生化,1999,0,0,0,0,0,-0.11,0,0
600797,浙大网新,1999,0,0,0,0,0,-0.11,0,0
600798,宁波海运,1999,0,0,0,0,0,-0.11,0,0
600799,ST龙科,1999,0,0,0,0,0,-0.11,0,0
600800,天津磁卡,1999,0,0,0,0,0,-0.11,0,0
600801,华新水泥,1999,0,0,0,0,0,-0.11,0,0
600802,福建水泥,1999,0,0,0,0,0,-0.11,0,0
600803,威远生化,1999,0,0,0,0,0,-0.11,0,0
600804,工益股份,1999,0,0,0,0,0,-0.11,0,0
600805,悦达投资,1999,0,0,0,0,0,-0.11,0,0
600806,交大科技,1999,0,0,0,0,0,-0.11,0,0
600807,济南百货,1999,0,0,0,0,0,-0.11,0,0
600808,马钢股份,1999,0,0,0,0,0,-0.11,0,0
600809,山西汾酒,1999,0,0,0,0,0,-0.11,0,0
600810,神马实业,1999,0,0,0,0,0,-0.11,0,0
600811,东方集团,1999,0,0,0,0,0,-0.11,0,0
600812,华北制药,1999,0,0,0,0,0,-0.11,0,0
600813,ST鞍一,1999,0,0,0,0,0,-0.11,0,0
600814,杭州解百,1999,0,0,0,0,0,-0.11,0,0
600815,厦工股份,1999,0,0,0,0,0,-0.11,0,0
600816,鞍山信托,1999,0,0,0,0,0,-0.11,0,0
600817,宏盛科技,1999,0,0,0,0,0,-0.11,0,0
600818,ST永久,1999,0,0,0,0,0,-0.11,0,0
600819,耀皮玻璃,1999,0,0,0,0,0,-0.11,0,0
600820,隧道股份,1999,0,0,0,0,0,-0.11,0,0
600821,津劝业,1999,0,0,0,0,0,-0.11,0,0
600822,物贸中心,1999,0,0,0,0,1,2.32,16.67,1
600823,世茂股份,1999,0,0,0,0,0,-0.11,0,0
600824,益民百货,1999,0,0,0,0,0,-0.11,0,0
600825,华联超市,1999,0,0,0,0,0,-0.11,0,0
600826,兰生股份,1999,0,0,0,0,0,-0.11,0,0
600827,友谊股份,1999,0,0,0,0,0,-0.11,0,0
600828,成商集团,1999,0,0,0,0,0,-0.11,0,0
600829,天鹅股份,1999,0,0,0,0,0,-0.11,0,0
600830,大红鹰,1999,0,0,0,0,0,-0.11,0,0
600831,广电网络,1999,0,0,0,0,0,-0.11,0,0
600832,东方明珠,1999,0,0,0,0,0,-0.11,0,0
600833,商业网点,1999,0,0,0,0,0,-0.11,0,0
600834,申通地铁,1999,0,0,0,0,0,-0.11,0,0
600835,上菱电器,1999,0,0,0,0,0,-0.11,0,0
600836,界龙实业,1999,0,0,0,0,0,-0.11,0,0
600837,都市股份,1999,0,0,0,0,0,-0.11,0,0
600838,上海九百,1999,0,0,0,0,0,-0.11,0,0
600839,四川长虹,1999,0,0,0,0,0,-0.11,0,0
600840,浙江创业,1999,0,0,0,0,0,-0.11,0,0
600841,上柴股份,1999,0,0,0,0,0,-0.11,0,0
600842,ST中西,1999,0,0,0,0,0,-0.11,0,0
600843,上工股份,1999,0,0,0,0,0,-0.11,0,0
600844,英雄股份,1999,0,0,0,0,0,-0.11,0,0
600845,宝信软件,1999,0,0,0,0,0,-0.11,0,0
600846,同济科技,1999,0,0,0,0,0,-0.11,0,0
600847,万里电池,1999,0,0,0,0,0,-0.11,0,0
600848,ST自仪,1999,0,0,0,0,0,-0.11,0,0
600849,上海医药,1999,0,0,0,0,0,-0.11,0,0
600850,华东电脑,1999,0,0,0,0,0,-0.11,0,0
600851,海欣股份,1999,0,0,0,0,0,-0.11,0,0
600852,中川国际,1999,0,0,0,0,0,-0.11,0,0
600853,ST北特,1999,0,0,0,0,0,-0.11,0,0
600854,春兰股份,1999,0,0,0,0,0,-0.11,0,0
600855,航天长峰,1999,0,0,0,0,0,-0.11,0,0
600856,长百集团,1999,0,0,0,0,0,-0.11,0,0
600857,工大首创,1999,0,0,0,0,0,-0.11,0,0
600858,ST渤海,1999,0,0,0,0,0,-0.11,0,0
600859,王府井,1999,0,0,0,0,0,-0.11,0,0
600860,北人股份,1999,0,0,0,0,0,-0.11,0,0
600861,北京城乡,1999,0,0,0,0,0,-0.11,0,0
600862,纵横国际,1999,0,0,0,0,0,-0.11,0,0
600863,内蒙华电,1999,0,0,0,0,0,-0.11,0,0
600864,岁宝热电,1999,0,0,0,0,0,-0.11,0,0
600865,百大集团,1999,0,0,0,0,0,-0.11,0,0
