股票代码,企业名称,年份,人工智能词频数,大数据词频数,云计算词频数,区块链词频数,数字技术运用词频数,数字化转型指数,标准化转型指数(0-100),总词频数
000900,现代投资,2017,0,0,0,0,2,-0.22,0.46,2
000901,航天科技,2017,3,2,12,0,5,0,2.6,22
000902,新洋丰,2017,0,0,0,0,1,-0.25,0.23,1
000903,云内动力,2017,0,0,0,0,3,-0.2,0.69,3
000905,厦门港务,2017,0,1,6,0,2,-0.17,0.93,9
000906,浙商中拓,2017,0,0,0,1,13,0.12,3.72,14
000908,景峰医药,2017,0,0,0,0,1,-0.25,0.23,1
000909,数源科技,2017,0,2,3,0,3,-0.16,1.08,8
000910,大亚圣象,2017,0,0,0,0,3,-0.2,0.69,3
000911,南宁糖业,2017,0,0,2,0,5,-0.14,1.27,7
000912,＊ST天化,2017,0,0,0,0,0,-0.27,0,0
000913,钱江摩托,2017,0,0,0,0,1,-0.25,0.23,1
000915,山大华特,2017,0,0,0,0,0,-0.27,0,0
000917,电广传媒,2017,1,2,9,0,5,-0.05,2.08,17
000918,嘉凯城,2017,0,0,0,0,0,-0.27,0,0
000919,金陵药业,2017,0,0,0,0,2,-0.22,0.46,2
000920,南方汇通,2017,0,1,0,0,0,-0.26,0.1,1
000921,海信科龙,2017,1,0,1,0,7,-0.08,1.84,9
000922,＊ST佳电,2017,0,3,0,0,3,-0.17,1,6
000923,河北宣工,2017,0,0,0,0,0,-0.27,0,0
000925,众合科技,2017,9,5,3,0,15,0.32,5.69,32
000926,福星股份,2017,0,0,0,0,5,-0.15,1.15,5
000927,一汽夏利,2017,0,0,0,0,0,-0.27,0,0
000928,中钢国际,2017,0,0,0,0,11,-0.01,2.52,11
000929,兰州黄河,2017,0,0,0,0,0,-0.27,0,0
000930,中粮生化,2017,0,0,0,0,0,-0.27,0,0
000931,中关村,2017,0,0,0,0,5,-0.15,1.15,5
000932,＊ST华菱,2017,0,0,0,0,11,-0.01,2.52,11
000933,神火股份,2017,0,0,0,0,2,-0.22,0.46,2
000935,四川双马,2017,0,0,0,0,1,-0.25,0.23,1
000936,华西股份,2017,5,1,0,0,6,-0.03,2.34,12
000937,冀中能源,2017,0,1,0,0,0,-0.26,0.1,1
000938,紫光股份,2017,3,42,46,0,32,1.3,15.05,123
000939,凯迪生态,2017,0,1,0,0,0,-0.26,0.1,1
000948,南天信息,2017,10,18,23,5,28,1.31,15.14,84
000949,新乡化纤,2017,0,0,0,0,1,-0.25,0.23,1
000950,＊ST建峰,2017,0,0,0,0,2,-0.22,0.46,2
000951,中国重汽,2017,0,0,0,0,1,-0.25,0.23,1
000952,广济药业,2017,0,0,0,0,0,-0.27,0,0
000953,＊ST河化,2017,0,0,0,0,0,-0.27,0,0
000955,欣龙控股,2017,0,0,0,0,0,-0.27,0,0
000957,中通客车,2017,0,0,0,0,2,-0.22,0.46,2
000958,东方能源,2017,0,0,0,0,0,-0.27,0,0
000959,首钢股份,2017,0,0,0,0,1,-0.25,0.23,1
000960,锡业股份,2017,0,0,0,0,0,-0.27,0,0
000961,中南建设,2017,0,4,0,18,0,1.17,13.8,22
000962,东方钽业,2017,2,0,0,0,0,-0.23,0.34,2
000963,华东医药,2017,2,3,0,0,1,-0.18,0.89,6
000965,天保基建,2017,0,0,0,0,0,-0.27,0,0
000966,长源电力,2017,0,1,0,0,0,-0.26,0.1,1
000967,盈峰环境,2017,0,3,8,0,0,-0.19,0.8,11
000968,蓝焰控股,2017,0,0,0,0,0,-0.27,0,0
000969,安泰科技,2017,0,0,0,0,2,-0.22,0.46,2
000970,中科三环,2017,0,1,0,0,0,-0.26,0.1,1
000971,高升控股,2017,1,7,20,1,1,0.05,3.1,30
000972,＊ST中基,2017,0,0,0,0,9,-0.05,2.06,9
000973,佛塑科技,2017,0,0,0,0,1,-0.25,0.23,1
000975,银泰资源,2017,0,0,0,0,2,-0.22,0.46,2
000976,华铁股份,2017,0,0,0,0,0,-0.27,0,0
000977,浪潮信息,2017,13,26,51,0,1,0.59,8.29,91
000978,桂林旅游,2017,0,2,0,0,4,-0.15,1.13,6
000979,中弘股份,2017,0,0,0,0,0,-0.27,0,0
000980,众泰汽车,2017,0,0,0,0,2,-0.22,0.46,2
000981,银亿股份,2017,0,1,1,0,5,-0.13,1.31,7
000982,＊ST中绒,2017,0,0,0,0,1,-0.25,0.23,1
000983,西山煤电,2017,0,0,0,0,0,-0.27,0,0
000985,大庆华科,2017,0,0,0,0,0,-0.27,0,0
000987,越秀金控,2017,1,2,0,0,13,0.08,3.36,16
000988,华工科技,2017,0,2,21,0,15,0.24,4.93,38
000989,九芝堂,2017,0,1,0,0,9,-0.04,2.17,10
000990,诚志股份,2017,0,1,0,0,0,-0.26,0.1,1
000993,闽东电力,2017,0,0,0,0,0,-0.27,0,0
000995,＊ST皇台,2017,0,1,0,0,0,-0.26,0.1,1
000996,中国中期,2017,0,0,0,0,6,-0.13,1.38,6
000997,新大陆,2017,2,17,41,0,31,0.95,11.73,91
000998,隆平高科,2017,0,0,0,0,3,-0.2,0.69,3
000999,华润三九,2017,0,0,0,0,2,-0.22,0.46,2
001696,宗申动力,2017,0,0,0,0,0,-0.27,0,0
001896,豫能控股,2017,0,0,0,0,0,-0.27,0,0
001965,招商公路,2017,2,8,5,0,20,0.36,6.07,35
001979,招商蛇口,2017,1,2,1,0,5,-0.1,1.59,9
002001,新和成,2017,0,0,0,0,0,-0.27,0,0
002002,鸿达兴业,2017,0,0,4,0,16,0.14,3.91,20
002003,伟星股份,2017,0,0,1,0,1,-0.24,0.29,2
002004,华邦健康,2017,0,0,0,0,5,-0.15,1.15,5
002005,德豪润达,2017,0,0,0,0,9,-0.05,2.06,9
002006,精功科技,2017,2,4,2,0,26,0.44,6.85,34
002007,华兰生物,2017,0,0,0,0,0,-0.27,0,0
002008,大族激光,2017,1,0,0,0,17,0.15,4.07,18
002009,天奇股份,2017,0,1,7,0,2,-0.17,0.99,10
002010,传化智联,2017,5,8,6,0,23,0.5,7.34,42
002011,盾安环境,2017,0,0,0,0,13,0.04,2.98,13
002012,凯恩股份,2017,0,0,0,0,0,-0.27,0,0
002013,中航机电,2017,1,0,0,0,2,-0.2,0.63,3
002014,永新股份,2017,0,0,0,0,3,-0.2,0.69,3
002015,霞客环保,2017,0,1,0,0,1,-0.23,0.33,2
002016,世荣兆业,2017,0,0,0,0,0,-0.27,0,0
002017,东信和平,2017,1,4,24,0,12,0.23,4.8,41
002018,＊ST华信,2017,0,0,0,0,1,-0.25,0.23,1
002019,亿帆医药,2017,0,0,0,0,0,-0.27,0,0
002020,京新药业,2017,0,0,0,0,11,-0.01,2.52,11
002021,中捷资源,2017,0,0,0,0,0,-0.27,0,0
002022,科华生物,2017,0,0,0,0,0,-0.27,0,0
002023,海特高新,2017,0,0,2,0,2,-0.21,0.58,4
002024,苏宁易购,2017,3,17,10,1,50,1.31,15.11,81
002025,航天电器,2017,1,1,1,0,42,0.77,9.97,45
002026,山东威达,2017,0,0,3,0,40,0.71,9.36,43
002027,分众传媒,2017,1,4,1,0,12,0.09,3.4,18
002028,思源电气,2017,0,0,0,0,1,-0.25,0.23,1
002029,七匹狼,2017,1,0,0,0,15,0.11,3.61,16
002030,达安基因,2017,0,1,0,0,6,-0.12,1.48,7
002031,巨轮智能,2017,3,4,0,0,43,0.86,10.8,50
002032,苏泊尔,2017,0,0,0,0,3,-0.2,0.69,3
002033,丽江旅游,2017,0,0,0,0,1,-0.25,0.23,1
002034,旺能环境,2017,0,0,0,0,1,-0.25,0.23,1
002035,华帝股份,2017,3,2,2,0,8,0.01,2.68,15
002036,联创电子,2017,0,0,2,0,7,-0.09,1.73,9
002037,久联发展,2017,0,0,5,0,0,-0.24,0.3,5
002038,双鹭药业,2017,0,0,0,0,0,-0.27,0,0
002039,黔源电力,2017,0,0,0,0,0,-0.27,0,0
002040,南京港,2017,0,0,0,0,0,-0.27,0,0
002041,登海种业,2017,0,2,0,0,1,-0.22,0.44,3
002042,华孚时尚,2017,0,0,0,0,1,-0.25,0.23,1
002043,兔宝宝,2017,0,1,0,0,9,-0.04,2.17,10
002044,美年健康,2017,5,15,0,0,1,0.01,2.66,21
002045,国光电器,2017,3,2,1,0,6,-0.04,2.16,12
002046,轴研科技,2017,0,0,1,0,2,-0.22,0.52,3
002047,宝鹰股份,2017,1,2,1,0,18,0.21,4.57,22
002048,宁波华翔,2017,0,0,0,0,0,-0.27,0,0
002049,紫光国芯,2017,2,1,10,0,1,-0.14,1.29,14
002050,三花智控,2017,2,0,2,0,0,-0.22,0.46,4
002051,中工国际,2017,0,1,1,0,0,-0.25,0.17,2
002052,同洲电子,2017,3,10,20,0,4,0.12,3.7,37
002053,云南能投,2017,0,1,0,0,3,-0.19,0.79,4
002054,德美化工,2017,0,0,0,0,0,-0.27,0,0
002055,得润电子,2017,0,1,2,0,4,-0.15,1.14,7
002056,横店东磁,2017,2,0,0,0,2,-0.19,0.8,4
002057,中钢天源,2017,0,0,0,0,0,-0.27,0,0
002058,威尔泰,2017,0,0,0,0,5,-0.15,1.15,5
002059,云南旅游,2017,0,0,0,0,4,-0.17,0.92,4
002060,粤水电,2017,0,1,1,0,0,-0.25,0.17,2
002061,浙江交科,2017,0,0,1,0,0,-0.26,0.06,1
002062,宏润建设,2017,0,0,0,0,0,-0.27,0,0
002063,远光软件,2017,65,45,34,61,9,6.54,65.33,214
002064,华峰氨纶,2017,0,1,0,0,0,-0.26,0.1,1
002065,东华软件,2017,22,58,53,30,15,3.78,38.81,178
002066,瑞泰科技,2017,0,0,0,0,0,-0.27,0,0
002067,景兴纸业,2017,0,0,2,0,8,-0.07,1.96,10
002068,黑猫股份,2017,0,0,1,0,0,-0.26,0.06,1
002069,獐子岛,2017,0,4,0,0,7,-0.06,2.02,11
002070,＊ST众和,2017,0,0,0,0,0,-0.27,0,0
002071,长城影视,2017,0,0,0,0,4,-0.17,0.92,4
002072,凯瑞德,2017,0,0,0,0,3,-0.2,0.69,3
002073,软控股份,2017,0,1,1,0,11,0.01,2.69,13
002074,国轩高科,2017,0,0,0,0,5,-0.15,1.15,5
002075,沙钢股份,2017,0,2,0,0,4,-0.15,1.13,6
002076,雪莱特,2017,7,0,5,0,39,0.82,10.45,51
002077,大港股份,2017,5,2,4,1,2,-0.01,2.51,14
002078,太阳纸业,2017,0,1,0,0,0,-0.26,0.1,1
002079,苏州固锝,2017,0,0,6,0,6,-0.09,1.74,12
002080,中材科技,2017,0,0,0,0,1,-0.25,0.23,1
002081,金螳螂,2017,0,4,1,0,25,0.38,6.21,30
002082,万邦德,2017,0,0,0,0,0,-0.27,0,0
002083,孚日股份,2017,0,0,0,0,1,-0.25,0.23,1
002084,海鸥住工,2017,1,2,6,0,48,0.96,11.76,57
002085,万丰奥威,2017,0,0,0,0,6,-0.13,1.38,6
002086,东方海洋,2017,0,4,0,0,3,-0.15,1.11,7
002087,新野纺织,2017,0,0,0,0,0,-0.27,0,0
002088,鲁阳节能,2017,0,0,0,0,0,-0.27,0,0
002089,ST新海,2017,0,3,10,0,18,0.26,5.05,31
002090,金智科技,2017,1,4,1,0,51,1.02,12.35,57
002091,江苏国泰,2017,0,0,0,0,4,-0.17,0.92,4
002092,中泰化学,2017,0,1,1,0,0,-0.25,0.17,2
002093,国脉科技,2017,5,20,168,2,2,1.31,15.13,197
002094,青岛金王,2017,3,8,1,0,10,0.12,3.71,22
002095,生意宝,2017,0,2,0,0,60,1.19,13.97,62
002096,南岭民爆,2017,0,0,0,0,4,-0.17,0.92,4
002097,山河智能,2017,0,0,0,0,1,-0.25,0.23,1
002098,浔兴股份,2017,0,6,0,0,27,0.44,6.82,33
002099,海翔药业,2017,0,0,0,0,0,-0.27,0,0
002100,天康生物,2017,0,1,1,0,1,-0.23,0.39,3
002101,广东鸿图,2017,0,0,0,0,1,-0.25,0.23,1
002102,冠福股份,2017,0,2,1,0,48,0.91,11.28,51
002103,广博股份,2017,1,1,0,0,15,0.12,3.72,17
002104,恒宝股份,2017,3,3,21,7,29,1.19,13.96,63
002105,信隆健康,2017,0,2,0,0,0,-0.25,0.21,2
002106,莱宝高科,2017,0,0,0,0,1,-0.25,0.23,1
002107,沃华医药,2017,0,0,0,0,0,-0.27,0,0
002108,沧州明珠,2017,0,0,2,0,1,-0.23,0.35,3
002109,兴化股份,2017,0,0,0,0,0,-0.27,0,0
002110,三钢闽光,2017,0,0,0,0,5,-0.15,1.15,5
002111,威海广泰,2017,0,0,2,0,1,-0.23,0.35,3
002112,三变科技,2017,0,0,0,0,2,-0.22,0.46,2
002113,天润数娱,2017,0,1,0,0,12,0.03,2.86,13
002114,罗平锌电,2017,0,0,0,0,3,-0.2,0.69,3
002115,三维通信,2017,0,1,7,0,18,0.22,4.66,26
002116,中国海诚,2017,0,0,0,0,0,-0.27,0,0
002117,东港股份,2017,1,0,2,4,15,0.43,6.71,22
002118,紫鑫药业,2017,0,0,0,0,1,-0.25,0.23,1
002119,康强电子,2017,0,1,2,0,2,-0.2,0.69,5
002120,韵达股份,2017,4,21,4,0,46,1.16,13.68,75
002121,科陆电子,2017,2,4,2,0,41,0.8,10.29,49
002122,＊ST天马,2017,6,11,0,0,1,-0.02,2.41,18
002123,梦网集团,2017,4,2,14,0,67,1.52,17.11,87
002124,天邦股份,2017,1,6,6,2,1,0.03,2.88,16
002125,湘潭电化,2017,0,0,1,0,1,-0.24,0.29,2
002126,银轮股份,2017,0,0,4,0,3,-0.17,0.93,7
002127,南极电商,2017,0,2,0,0,88,1.86,20.39,90
002128,露天煤业,2017,0,2,0,0,0,-0.25,0.21,2
002129,中环股份,2017,1,1,3,0,3,-0.15,1.15,8
002130,沃尔核材,2017,0,1,2,0,6,-0.1,1.6,9
002131,利欧股份,2017,0,4,1,4,25,0.69,9.19,34
002132,恒星科技,2017,0,0,0,0,0,-0.27,0,0
002133,广宇集团,2017,0,0,0,0,4,-0.17,0.92,4
002134,＊ST普林,2017,0,0,0,0,0,-0.27,0,0
002135,东南网架,2017,0,0,0,0,2,-0.22,0.46,2
002136,安纳达,2017,0,0,0,0,0,-0.27,0,0
002137,麦达数字,2017,8,15,20,0,60,1.6,17.92,103
002138,顺络电子,2017,0,1,4,0,3,-0.16,1.04,8
002139,拓邦股份,2017,6,2,7,0,6,0.05,3.04,21
002140,东华科技,2017,0,2,0,0,0,-0.25,0.21,2
002141,贤丰控股,2017,0,0,1,0,0,-0.26,0.06,1
002142,宁波银行,2017,2,16,3,0,15,0.32,5.64,36
002143,印纪传媒,2017,1,5,0,0,2,-0.15,1.15,8
002144,宏达高科,2017,0,0,0,0,0,-0.27,0,0
002145,中核钛白,2017,0,0,0,0,1,-0.25,0.23,1
002146,荣盛发展,2017,0,0,0,0,8,-0.08,1.83,8
002147,新光圆成,2017,0,0,0,0,0,-0.27,0,0
002148,北纬科技,2017,2,3,17,0,47,1.03,12.47,69
002149,西部材料,2017,0,0,0,0,4,-0.17,0.92,4
002150,通润装备,2017,0,0,0,0,1,-0.25,0.23,1
002151,北斗星通,2017,3,0,18,0,6,0.04,2.99,27
002152,广电运通,2017,37,11,8,6,37,1.91,20.93,99
002153,石基信息,2017,2,8,7,0,27,0.54,7.8,44
002154,报喜鸟,2017,0,1,0,0,12,0.03,2.86,13
002155,湖南黄金,2017,0,0,0,0,0,-0.27,0,0
002156,通富微电,2017,8,0,4,0,2,-0.05,2.07,14
002157,正邦科技,2017,0,0,0,0,0,-0.27,0,0
002158,汉钟精机,2017,0,1,0,0,0,-0.26,0.1,1
002159,三特索道,2017,0,2,0,0,0,-0.25,0.21,2
002160,常铝股份,2017,1,0,0,0,1,-0.23,0.4,2
002161,远望谷,2017,1,4,87,0,14,0.68,9.1,106
002162,悦心健康,2017,0,1,0,0,0,-0.26,0.1,1
002163,中航三鑫,2017,0,0,0,0,0,-0.27,0,0
002164,宁波东力,2017,0,0,0,0,3,-0.2,0.69,3
002165,红宝丽,2017,0,0,0,0,0,-0.27,0,0
002166,莱茵生物,2017,0,0,0,0,2,-0.22,0.46,2
002167,东方锆业,2017,0,0,0,0,0,-0.27,0,0
002168,深圳惠程,2017,0,7,0,0,10,0.05,3.03,17
002169,智光电气,2017,0,4,4,0,14,0.13,3.87,22
002170,芭田股份,2017,0,17,7,0,9,0.18,4.27,33
002171,楚江新材,2017,1,0,1,0,1,-0.22,0.46,3
002172,澳洋科技,2017,0,0,0,0,5,-0.15,1.15,5
002173,创新医疗,2017,0,0,0,0,0,-0.27,0,0
002174,游族网络,2017,0,6,0,0,2,-0.16,1.09,8
002175,＊ST东网,2017,0,2,0,0,1,-0.22,0.44,3
002176,江特电机,2017,1,0,1,0,10,-0.01,2.53,12
002177,御银股份,2017,11,6,4,3,14,0.59,8.2,38
002178,延华智能,2017,1,51,29,0,21,0.99,12.1,102
002179,中航光电,2017,1,0,0,0,1,-0.23,0.4,2
002180,纳思达,2017,1,0,4,0,8,-0.03,2.25,13
002181,粤传媒,2017,0,4,0,0,9,-0.01,2.48,13
002182,云海金属,2017,0,0,0,0,1,-0.25,0.23,1
002183,怡亚通,2017,0,4,1,2,24,0.51,7.47,31
002184,海得控制,2017,0,3,0,0,68,1.39,15.91,71
002185,华天科技,2017,5,2,5,0,2,-0.08,1.83,14
002186,全聚德,2017,0,0,0,0,1,-0.25,0.23,1
002187,广百股份,2017,0,2,0,0,6,-0.1,1.59,8
002188,ST巴士,2017,0,1,0,0,4,-0.16,1.02,5
002189,利达光电,2017,1,2,1,0,1,-0.2,0.67,5
002190,成飞集成,2017,0,0,0,0,2,-0.22,0.46,2
002191,劲嘉股份,2017,0,5,9,0,0,-0.16,1.07,14
002192,融捷股份,2017,0,0,0,0,1,-0.25,0.23,1
002193,如意集团,2017,0,1,0,0,4,-0.16,1.02,5
002194,武汉凡谷,2017,0,0,1,0,0,-0.26,0.06,1
002195,二三四五,2017,17,31,1,16,116,4.4,44.72,181
002196,方正电机,2017,2,1,3,0,23,0.35,5.91,29
002197,证通电子,2017,8,12,67,0,54,1.72,19.09,141
002198,嘉应制药,2017,0,0,0,0,1,-0.25,0.23,1
002199,东晶电子,2017,0,0,1,0,2,-0.22,0.52,3
002200,云投生态,2017,0,4,0,0,0,-0.23,0.42,4
002201,九鼎新材,2017,0,0,0,0,3,-0.2,0.69,3
002202,金风科技,2017,0,5,5,0,2,-0.14,1.29,12
002203,海亮股份,2017,0,0,0,0,6,-0.13,1.38,6
002204,大连重工,2017,0,2,0,0,1,-0.22,0.44,3
002205,国统股份,2017,0,0,0,0,0,-0.27,0,0
002206,海利得,2017,0,0,0,0,1,-0.25,0.23,1
002207,＊ST准油,2017,0,0,0,0,1,-0.25,0.23,1
002208,合肥城建,2017,0,0,0,0,0,-0.27,0,0
002209,达意隆,2017,2,1,0,0,9,-0.01,2.51,12
002210,飞马国际,2017,1,3,4,0,1,-0.17,0.96,9
002211,宏达新材,2017,0,0,0,0,0,-0.27,0,0
002212,南洋股份,2017,6,37,16,0,13,0.65,8.86,72
002213,特尔佳,2017,0,0,0,0,0,-0.27,0,0
002214,大立科技,2017,1,0,0,0,0,-0.25,0.17,1
002215,诺普信,2017,1,2,0,0,7,-0.06,1.99,10
002216,三全食品,2017,0,0,0,0,3,-0.2,0.69,3
002217,合力泰,2017,0,2,2,0,11,0.03,2.85,15
002218,拓日新能,2017,2,0,0,0,2,-0.19,0.8,4
002219,恒康医疗,2017,0,0,0,0,0,-0.27,0,0
002220,天宝食品,2017,0,0,0,0,0,-0.27,0,0
002221,东华能源,2017,1,3,15,0,34,0.69,9.2,53
002222,福晶科技,2017,0,0,0,0,3,-0.2,0.69,3
002223,鱼跃医疗,2017,0,0,2,0,6,-0.11,1.5,8
002224,三力士,2017,0,0,0,0,0,-0.27,0,0
002225,濮耐股份,2017,0,0,0,0,0,-0.27,0,0
002226,江南化工,2017,7,3,0,0,17,0.3,5.41,27
002227,奥特迅,2017,0,1,1,0,3,-0.18,0.85,5
002228,合兴包装,2017,0,0,0,0,12,0.02,2.75,12
002229,鸿博股份,2017,0,0,19,0,3,-0.08,1.85,22
002230,科大讯飞,2017,177,30,8,0,21,3.78,38.78,236
002231,奥维通信,2017,0,1,2,0,2,-0.2,0.69,5
002232,启明信息,2017,1,7,7,0,27,0.52,7.52,42
002233,塔牌集团,2017,0,0,0,0,2,-0.22,0.46,2
002234,民和股份,2017,0,0,0,0,0,-0.27,0,0
002235,安妮股份,2017,6,15,1,35,2,2.77,29.13,59
002236,大华股份,2017,44,47,44,0,9,1.53,17.21,144
002237,恒邦股份,2017,0,0,0,0,1,-0.25,0.23,1
002238,天威视讯,2017,0,5,5,0,7,-0.02,2.43,17
002239,奥特佳,2017,0,0,0,0,0,-0.27,0,0
002240,威华股份,2017,0,0,0,0,1,-0.25,0.23,1
002241,歌尔股份,2017,12,41,1,0,13,0.71,9.39,67
002242,九阳股份,2017,2,2,1,0,11,0.06,3.14,16
002243,通产丽星,2017,0,0,0,0,0,-0.27,0,0
002244,滨江集团,2017,0,0,0,0,0,-0.27,0,0
002245,澳洋顺昌,2017,0,0,0,0,4,-0.17,0.92,4
002246,北化股份,2017,0,0,0,0,0,-0.27,0,0
002247,帝龙文化,2017,0,0,0,0,1,-0.25,0.23,1
002248,＊ST东数,2017,0,0,0,0,1,-0.25,0.23,1
002249,大洋电机,2017,1,1,0,0,5,-0.12,1.42,7
002250,联化科技,2017,0,0,0,0,0,-0.27,0,0
002251,步步高,2017,0,2,0,0,17,0.16,4.11,19
002252,上海莱士,2017,0,0,0,0,0,-0.27,0,0
002253,川大智胜,2017,28,43,3,0,11,0.98,12.01,85
002254,泰和新材,2017,0,0,0,0,0,-0.27,0,0
002255,海陆重工,2017,0,0,0,0,0,-0.27,0,0
002256,兆新股份,2017,0,0,0,0,0,-0.27,0,0
002258,利尔化学,2017,0,0,0,0,0,-0.27,0,0
002259,升达林业,2017,0,1,1,0,2,-0.2,0.62,4
002260,德奥通航,2017,0,1,2,0,2,-0.2,0.69,5
002261,拓维信息,2017,8,45,6,1,29,1.17,13.84,89
002262,恩华药业,2017,0,0,0,0,3,-0.2,0.69,3
002263,大东南,2017,0,0,0,0,3,-0.2,0.69,3
002264,新华都,2017,0,0,0,0,32,0.5,7.34,32
002265,西仪股份,2017,0,0,0,0,0,-0.27,0,0
002266,浙富控股,2017,0,0,0,0,1,-0.25,0.23,1
002267,陕天然气,2017,0,0,0,0,0,-0.27,0,0
002268,卫士通,2017,13,4,26,5,18,0.99,12.07,66
002269,美邦服饰,2017,0,0,0,0,2,-0.22,0.46,2
002270,华明装备,2017,0,0,0,1,3,-0.12,1.43,4
002271,东方雨虹,2017,0,1,0,0,1,-0.23,0.33,2
002272,川润股份,2017,0,1,0,0,0,-0.26,0.1,1
002273,水晶光电,2017,1,6,0,0,7,-0.02,2.41,14
002274,华昌化工,2017,0,2,0,0,0,-0.25,0.21,2
002275,桂林三金,2017,0,0,0,0,0,-0.27,0,0
002276,万马股份,2017,0,1,2,0,15,0.11,3.67,18
002277,友阿股份,2017,2,1,1,0,24,0.36,6.01,28
002278,神开股份,2017,0,0,0,0,1,-0.25,0.23,1
002279,久其软件,2017,8,112,10,0,22,1.69,18.76,152
002280,联络互动,2017,0,6,6,0,40,0.79,10.17,52
002281,光迅科技,2017,0,1,1,0,4,-0.16,1.08,6
002282,博深工具,2017,0,0,0,0,3,-0.2,0.69,3
002283,天润曲轴,2017,0,1,0,0,6,-0.12,1.48,7
002284,亚太股份,2017,0,0,0,0,0,-0.27,0,0
002285,世联行,2017,0,9,0,0,115,2.58,27.32,124
002286,保龄宝,2017,0,0,0,0,1,-0.25,0.23,1
002287,奇正藏药,2017,0,1,0,0,0,-0.26,0.1,1
002288,超华科技,2017,1,0,0,0,3,-0.18,0.86,4
002289,宇顺电子,2017,1,0,7,0,37,0.68,9.08,45
002290,中科新材,2017,0,0,0,0,0,-0.27,0,0
002291,星期六,2017,0,0,0,0,10,-0.03,2.29,10
002292,奥飞娱乐,2017,3,2,0,0,3,-0.12,1.41,8
002293,罗莱生活,2017,0,0,0,0,4,-0.17,0.92,4
002294,信立泰,2017,0,0,0,0,0,-0.27,0,0
002295,精艺股份,2017,0,0,0,0,0,-0.27,0,0
002296,辉煌科技,2017,0,10,1,0,6,-0.01,2.48,17
002297,博云新材,2017,0,0,0,0,0,-0.27,0,0
002298,中电鑫龙,2017,9,14,24,1,13,0.59,8.2,61
002299,圣农发展,2017,0,2,0,0,0,-0.25,0.21,2
002300,太阳电缆,2017,0,0,0,0,3,-0.2,0.69,3
002301,齐心集团,2017,2,5,43,0,29,0.79,10.14,79
002302,西部建设,2017,0,0,0,0,4,-0.17,0.92,4
002303,美盈森,2017,0,0,12,0,5,-0.07,1.88,17
002304,洋河股份,2017,0,0,0,0,8,-0.08,1.83,8
002305,南国置业,2017,0,0,0,0,0,-0.27,0,0
002306,＊ST云网,2017,0,5,0,0,1,-0.19,0.75,6
002307,北新路桥,2017,0,0,0,0,1,-0.25,0.23,1
002308,威创股份,2017,2,11,1,0,0,-0.11,1.56,14
002309,中利集团,2017,0,0,1,0,2,-0.22,0.52,3
002310,东方园林,2017,0,0,0,0,2,-0.22,0.46,2
002311,海大集团,2017,0,1,1,0,1,-0.23,0.39,3
002312,＊ST三泰,2017,2,6,1,0,28,0.51,7.45,37
002313,日海通讯,2017,0,3,135,0,8,0.81,10.37,146
002314,南山控股,2017,0,0,4,0,0,-0.24,0.24,4
002315,焦点科技,2017,2,8,3,0,69,1.52,17.19,82
002316,键桥通讯,2017,1,21,1,0,102,2.42,25.83,125
002317,众生药业,2017,0,0,0,0,0,-0.27,0,0
002318,久立特材,2017,0,0,0,0,6,-0.13,1.38,6
002319,乐通股份,2017,0,1,0,0,1,-0.23,0.33,2
002320,海峡股份,2017,0,0,0,0,0,-0.27,0,0
002321,华英农业,2017,0,0,2,0,0,-0.26,0.12,2
002322,理工环科,2017,2,10,6,0,8,0.1,3.59,26
002323,雅百特,2017,1,4,7,0,2,-0.12,1.48,14
002324,普利特,2017,0,1,0,0,4,-0.16,1.02,5
002325,洪涛股份,2017,0,8,1,0,4,-0.08,1.82,13
002326,永太科技,2017,0,0,0,0,0,-0.27,0,0
002327,富安娜,2017,0,5,0,0,20,0.26,5.11,25
002328,新朋股份,2017,0,1,0,0,8,-0.07,1.94,9
002329,皇氏集团,2017,0,4,0,0,3,-0.15,1.11,7
002330,得利斯,2017,0,0,0,0,0,-0.27,0,0
002331,皖通科技,2017,0,18,4,0,20,0.43,6.72,42
002332,仙琚制药,2017,0,0,0,0,0,-0.27,0,0
002333,罗普斯金,2017,0,0,0,0,1,-0.25,0.23,1
002334,英威腾,2017,0,2,8,0,7,-0.03,2.3,17
002335,科华恒盛,2017,0,3,62,0,11,0.42,6.61,76
002336,人人乐,2017,0,1,1,0,10,-0.01,2.46,12
002337,赛象科技,2017,0,2,1,0,4,-0.15,1.19,7
002338,奥普光电,2017,0,1,0,0,0,-0.26,0.1,1
002339,积成电子,2017,0,0,6,0,7,-0.06,1.97,13
002340,格林美,2017,0,1,7,0,11,0.05,3.05,19
002341,新纶科技,2017,0,0,0,0,0,-0.27,0,0
002342,巨力索具,2017,0,0,0,0,2,-0.22,0.46,2
002343,慈文传媒,2017,0,2,0,0,2,-0.2,0.67,4
002344,海宁皮城,2017,0,2,0,0,24,0.33,5.71,26
002345,潮宏基,2017,1,1,1,0,12,0.05,3.09,15
002346,柘中股份,2017,0,0,0,0,1,-0.25,0.23,1
002347,泰尔股份,2017,0,0,0,0,8,-0.08,1.83,8
002348,高乐股份,2017,6,10,11,0,15,0.38,6.19,42
002349,精华制药,2017,0,0,0,0,0,-0.27,0,0
002350,北京科锐,2017,1,0,0,0,6,-0.11,1.55,7
002351,漫步者,2017,0,0,0,0,0,-0.27,0,0
